dataset_id,column_name,sample_value,null_pct
8ih4-zp65,odprecid,03627-0022,0.0
8ih4-zp65,programyear,2022-2023,0.0
8ih4-zp65,reporttype,SFSPCONTACTS,0.0
8ih4-zp65,ceid,03627,0.0
8ih4-zp65,cename,Food and Nutrition Solutions Inc.,0.0
8ih4-zp65,typeofagency,Private Non Profit Organization,0.0
8ih4-zp65,typeoforg,Private Nonprofit,0.0
8ih4-zp65,esc,7,0.0
8ih4-zp65,tdaregion,3,0.0
8ih4-zp65,cestatus,Active,0.0
8ih4-zp65,ceapplicationcycle,RENEWAL,0.0
8ih4-zp65,siteid,0022,0.0
8ih4-zp65,sitename,BGC Lufkin,0.0
8ih4-zp65,covidmealsite,False,0.0
8ih4-zp65,sitestatus,ACTIVE,0.0
8ih4-zp65,countydistrictcode,003-,31.81
8ih4-zp65,cecounty,ANGELINA,0.0
8ih4-zp65,sitecounty,ANGELINA,0.0
8ih4-zp65,ruralorurbancode,Rural,0.0
8ih4-zp65,cestreetaddressline1,289 Loving Rd,0.0
8ih4-zp65,cestreetaddresscity,lufkin,0.0
8ih4-zp65,cestreetaddressstate,TX,0.0
8ih4-zp65,cestreetaddresszipcode,75901,0.0
8ih4-zp65,cemailingaddressline1,P.O. BOX 362,0.0
8ih4-zp65,cemailingaddresscity,Lufkin,0.0
8ih4-zp65,cemailingaddressstate,TX,0.0
8ih4-zp65,cemailingaddresszipcode,75901,0.0
8ih4-zp65,sitestreetaddressline1,909 S Angelina,0.0
8ih4-zp65,sitestreetaddresscity,Lufkin,0.0
8ih4-zp65,sitestreetaddressstate,TX,0.0
8ih4-zp65,sitestreetaddresszipcode,75904,0.0
8ih4-zp65,sitemailingaddressline1,PO BOX 362,0.0
8ih4-zp65,sitemailingaddresscity,Lufkin,0.0
8ih4-zp65,sitemailingaddressstate,TX,0.0
8ih4-zp65,sitemailingaddresszipcode,75902,0.0
8ih4-zp65,sfspcontactsalutation,Mrs.,40.06
8ih4-zp65,sfspcontactfirstname,Angela,0.0
8ih4-zp65,sfspcontactlastname,Flowers,0.0
8ih4-zp65,sfspcontacttitleposition,Program Director 1,0.0
8ih4-zp65,sfspcontactemail,angela@fnsolutions.org,0.0
8ih4-zp65,sfspcontactphone,9366354601,0.0
8ih4-zp65,authorizedindiv1salutation,Mrs.,17.06
8ih4-zp65,authorizedindiv1firstname,Angela,0.0
8ih4-zp65,authorizedindiv1lastname,Flowers,0.0
8ih4-zp65,authorizedindiv1titleposition,Director,0.0
8ih4-zp65,authorizedindiv1email,angela@fnsolutions.org,0.0
8ih4-zp65,authorizedindiv1phone,9366354601,0.0
8ih4-zp65,sitesupervisorsalutation,Mrs.,47.96
8ih4-zp65,sitesupervisorfirstname,Gladys,0.0
8ih4-zp65,sitesupervisorlastname,Reyes,0.0
8ih4-zp65,sitesupervisortitleposition,site supervisor,0.0
8ih4-zp65,sitesupervisoremail,angela@fnsolutions.org,18.71
8ih4-zp65,sitesupervisorphone,9366354601,0.0
8ih4-zp65,sitetype,Restricted Open,0.0
8ih4-zp65,sitestartdate,2023-05-30T00:00:00.000,0.0
8ih4-zp65,siteenddate,2023-07-28T00:00:00.000,0.0
8ih4-zp65,daysofoperation,"M,T,W,TH,F",0.0
8ih4-zp65,mealtypesserved,"Breakfast, Lunch",0.0
8ih4-zp65,breakfasttime,7:45 - 9:00,38.8
8ih4-zp65,breakfastmealservicemethod,Self-Prep - Receives meals (Central Kitchen),38.8
8ih4-zp65,breakfastdaysserved,"M, T, W, TH, F",38.8
8ih4-zp65,lunchtime,11:10 - 13:00,4.21
8ih4-zp65,lunchmealservicemethod,Self-Prep - Receives meals (Central Kitchen),4.21
8ih4-zp65,lunchdaysserved,"M, T, W, TH, F",4.21
8ih4-zp65,geolocation,"{'type': 'Point', 'coordinates': [-94.733143963, 31.331593364]}",0.0
8ih4-zp65,mealservicetype,Congregate,0.0
8ih4-zp65,computed_region_59h5_km5p,148,0.0
8ih4-zp65,computed_region_de3d_j5mj,16,0.0
8ih4-zp65,computed_region_ji3u_dqif,17,0.0
8ih4-zp65,computed_region_rk7b_wvzt,3,0.0
8ih4-zp65,computed_region_ptpy_sh92,9,0.0
8ih4-zp65,cestreetaddressline2,Suite C,76.35
8ih4-zp65,sitemailingaddressline2,Suite C,84.94
8ih4-zp65,suppertime,15:30 - 16:30,96.31
8ih4-zp65,suppermealservicemethod,Self-Prep - Receives meals (Central Kitchen),96.31
8ih4-zp65,supperdaysserved,"M, T, W, TH, F",96.31
8ih4-zp65,cemailingaddressline2,Suite A,76.82
8ih4-zp65,pmsnacktime,15:00 - 16:00,80.08
8ih4-zp65,pmsnackmealservicemethod,Self-Prep - Receives meals (Central Kitchen),80.08
8ih4-zp65,pmsnackdaysserved,"M, T, W, TH, F",80.08
8ih4-zp65,sitestreetaddressline2,ATTN: KITCHEN/CAFETERIA,87.8
8ih4-zp65,siteterminationstatus,Contracting Entity Closed,91.45
8ih4-zp65,siteterminatedasofdate,2023-06-14T00:00:00.000,91.45
8ih4-zp65,amsnacktime,10:00 - 11:00,98.74
8ih4-zp65,amsnackmealservicemethod,Self-Prep - Receives meals (Central Kitchen),98.74
8ih4-zp65,amsnackdaysserved,"M, T, W, TH",98.74
24ie-9cft,odprecid,00298-0112,0.0
24ie-9cft,programyear,2022-2023,0.0
24ie-9cft,reporttype,AllSummerSitesContacts,0.0
24ie-9cft,program,SFSP,0.0
24ie-9cft,ceid,00298,0.0
24ie-9cft,cename,PILOT POINT ISD,0.0
24ie-9cft,typeofagency,Educational Institution,0.0
24ie-9cft,typeoforg,School Food Authority,0.0
24ie-9cft,esc,11,0.0
24ie-9cft,tdaregion,2,0.0
24ie-9cft,cestatus,Active,0.0
24ie-9cft,ceapplicationcycle,RENEWAL,0.0
24ie-9cft,siteid,0112,0.0
24ie-9cft,sitename,St. Thomas Aquinas Catholic Church,0.0
24ie-9cft,sitestatus,ACTIVE,0.0
24ie-9cft,countydistrictcode,061-903,13.91
24ie-9cft,cecounty,DENTON,0.0
24ie-9cft,sitecounty,DENTON,0.0
24ie-9cft,cestreetaddressline1,829 S. Harrison St,0.0
24ie-9cft,cestreetaddressline2,Child Nutrition,88.75
24ie-9cft,cestreetaddresscity,Pilot Point,0.0
24ie-9cft,cestreetaddressstate,TX,0.0
24ie-9cft,cestreetaddresszipcode,76258,0.0
24ie-9cft,cemailingaddressline1,829 S. Harrison St,0.0
24ie-9cft,cemailingaddressline2,Child Nutrition,88.69
24ie-9cft,cemailingaddresscity,Pilot Point,0.0
24ie-9cft,cemailingaddressstate,TX,0.0
24ie-9cft,cemailingaddresszipcode,76258,0.0
24ie-9cft,sitestreetaddressline1,400 St. Thomas Aquinas Ave.,0.0
24ie-9cft,sitestreetaddresscity,Pilot Point,0.0
24ie-9cft,sitestreetaddressstate,TX,0.0
24ie-9cft,sitestreetaddresszipcode,76258,0.0
24ie-9cft,progradministratorsalutation,Ms.,7.56
24ie-9cft,progradministratorfirstname,Karen,0.0
24ie-9cft,progradministratorlastname,Quiroz,0.0
24ie-9cft,progradministratortitlep,Program Director of Child Nutrition,0.0
24ie-9cft,progradministratoremail,kquiroz@pilotpointisd.com,0.0
24ie-9cft,progradministratorphone,9406868710,0.0
24ie-9cft,progrcoordinatorsalutation,Ms.,18.85
24ie-9cft,progrcoordinatorfirstname,Karen.,0.0
24ie-9cft,progrcoordinatorlastname,Quiroz,0.0
24ie-9cft,progrcoordinatortitleposition,Program Director of Child Nutrition,0.0
24ie-9cft,progrcoordinatoremail,kquiroz@pilotpointisd.com,0.0
24ie-9cft,progrcoordinatorphone,9406868710,0.0
24ie-9cft,sitecontactsalutation,Ms.,37.91
24ie-9cft,sitecontactfirstname,Karen,0.0
24ie-9cft,sitecontactlastname,Quiroz,0.0
24ie-9cft,sitecontacttitleposition,Program Director of Child Nutrition,0.0
24ie-9cft,sitecontactemail,kquiroz@pilotpointisd.com,8.17
24ie-9cft,sitecontactphone,9406868710,0.0
24ie-9cft,sitetype,Open,0.0
24ie-9cft,sitestartdate,2023-05-22T00:00:00.000,0.0
24ie-9cft,siteenddate,2023-06-29T00:00:00.000,0.0
24ie-9cft,daysofoperation,"M,T,W,TH",0.0
24ie-9cft,mealservicetype,Congregate,0.0
24ie-9cft,mealtypesserved,"Breakfast, Lunch",0.0
24ie-9cft,breakfasttime,7:30 - 8:30,21.75
24ie-9cft,breakfastdaysserved,"M, T, W, TH",21.75
24ie-9cft,lunchtime,11:00 - 12:00,3.2
24ie-9cft,lunchdaysserved,"M, T, W, TH",3.2
24ie-9cft,operationstartdate,2023-05-22T00:00:00.000,0.0
24ie-9cft,operationenddate,2023-06-29T00:00:00.000,0.0
24ie-9cft,geolocation,"{'type': 'Point', 'coordinates': [-96.954226977, 33.404275008]}",0.02
24ie-9cft,computed_region_ptpy_sh92,106,0.06
24ie-9cft,computed_region_59h5_km5p,231,0.09
24ie-9cft,computed_region_de3d_j5mj,16,0.08
24ie-9cft,computed_region_ji3u_dqif,26,0.04
24ie-9cft,computed_region_rk7b_wvzt,30,0.04
24ie-9cft,pmsnacktime,15:00 - 16:00,90.81
24ie-9cft,pmsnackdaysserved,"M, T, W, TH, F",90.81
24ie-9cft,sitestreetaddressline2,P.O. Box 1117,92.76
24ie-9cft,siteterminationstatus,Self Cancelled,95.68
24ie-9cft,siteterminatedasofdate,2023-05-29T00:00:00.000,95.68
24ie-9cft,suppertime,14:00 - 16:00,98.16
24ie-9cft,supperdaysserved,M,98.16
24ie-9cft,amsnacktime,7:00 - 9:00,99.11
24ie-9cft,amsnackdaysserved,"M, T, W, TH, F",99.11
24ie-9cft,ceterminationstatus,Self Cancelled,99.98
24ie-9cft,ceterminatedasofdate,2023-06-30T00:00:00.000,99.98
82b8-iuvu,odprecid,00336-0001,0.0
82b8-iuvu,programyear,2022-2023,0.0
82b8-iuvu,reporttype,SSOCONTACTS,0.0
82b8-iuvu,ceid,00336,0.0
82b8-iuvu,cename,MILFORD ISD,0.0
82b8-iuvu,typeofagency,Educational Institution,0.0
82b8-iuvu,typeoforg,Public,0.0
82b8-iuvu,esc,10,0.0
82b8-iuvu,tdaregion,2,0.0
82b8-iuvu,cestatus,Active,0.0
82b8-iuvu,ceapplicationcycle,RENEWAL,0.0
82b8-iuvu,siteid,0001,0.0
82b8-iuvu,sitename,MILFORD SCHOOL,0.0
82b8-iuvu,sitestatus,Active,0.0
82b8-iuvu,siteapplicationcycle,RENEWAL,0.0
82b8-iuvu,countydistrictcode,070-909,0.03
82b8-iuvu,cecounty,ELLIS,0.0
82b8-iuvu,sitecounty,ELLIS,0.0
82b8-iuvu,cestreetaddressline1,205 THIRD AVE,0.0
82b8-iuvu,cestreetaddresscity,MILFORD,0.0
82b8-iuvu,cestreetaddressstate,TX,0.0
82b8-iuvu,cestreetaddresszipcode,76670-0545,0.0
82b8-iuvu,cemailingaddressline1,P O BOX 545,0.0
82b8-iuvu,cemailingaddresscity,milford,0.0
82b8-iuvu,cemailingaddressstate,TX,0.0
82b8-iuvu,cemailingaddresszipcode,76670-0545,0.0
82b8-iuvu,sitestreetaddressline1,205 THIRD AVE,0.0
82b8-iuvu,sitestreetaddresscity,Milford,0.0
82b8-iuvu,sitestreetaddressstate,TX,0.0
82b8-iuvu,sitestreetaddresszipcode,76670-0545,0.0
82b8-iuvu,superintendentsalutation,Mrs.,0.2
82b8-iuvu,superintendentfirstname,Amy,0.0
82b8-iuvu,superintendentlastname,Reyna,0.0
82b8-iuvu,superintendenttitleposition,SUPERINTENDENT,0.0
82b8-iuvu,superintendentemail,areyna@milfordisd.org,0.0
82b8-iuvu,superintendentphone,9724932911,0.0
82b8-iuvu,childnutdirsalutation,Mrs.,2.42
82b8-iuvu,childnutdirfirstname,Amy,0.0
82b8-iuvu,childnutdirlastname,Reyna,0.0
82b8-iuvu,childnutdirtitleposition,Superintendent,0.0
82b8-iuvu,childnutdiremail,areyna@milfordisd.org,0.0
82b8-iuvu,childnutdirphone,9724932911,0.0
82b8-iuvu,seamlesssummercontactsalutation,Mrs.,30.13
82b8-iuvu,seamlesssummercontactfirstname,Amy,0.0
82b8-iuvu,seamlesssummercontactlastname,Reyna,0.0
82b8-iuvu,seamlesssummercontacttitleposition,Superintendent,0.0
82b8-iuvu,seamlesssummercontactemail,areyna@milfordisd.org,0.0
82b8-iuvu,seamlesssummercontactphone,9724932911,0.0
82b8-iuvu,sitetype,Open Restricted,0.0
82b8-iuvu,sitestartdate,2023-06-02T00:00:00.000,0.0
82b8-iuvu,siteenddate,2023-07-03T00:00:00.000,0.0
82b8-iuvu,daysofoperation,"M,T,W,TH",0.0
82b8-iuvu,mealservicetype,Congregate,0.0
82b8-iuvu,mealtypesserved,Lunch,0.0
82b8-iuvu,lunchtime,12:00 PM - 12:30 PM,2.42
82b8-iuvu,lunchdaysserved,"M, T, W, TH",2.42
82b8-iuvu,geolocation,"{'type': 'Point', 'coordinates': [-96.951086026, 32.11942602]}",0.0
82b8-iuvu,computed_region_ptpy_sh92,10,0.03
82b8-iuvu,computed_region_59h5_km5p,65,0.1
82b8-iuvu,computed_region_de3d_j5mj,16,0.1
